row_id,age,job,marital,education,default,balance,housing,loan,pdays,previous,poutcome,actual_target,model_score,selected_for_outreach,priority_rank
44151,79,retired,divorced,primary,no,2787,no,no,377,1,success,1,0.7604855097065929,True,58
43479,51,management,married,tertiary,no,469,no,no,181,2,success,1,0.7602298004066128,True,59
42805,34,management,married,tertiary,no,5878,no,no,98,3,success,0,0.7595813081916832,True,60
42498,26,services,single,tertiary,no,12,no,no,186,6,success,0,0.7583732344002789,True,61
43642,67,retired,divorced,secondary,no,704,no,no,87,3,success,1,0.757850103544627,True,62
43525,76,retired,divorced,primary,no,2693,no,no,184,2,success,0,0.7574582622584028,True,63
43892,28,management,single,tertiary,no,187,no,no,92,1,success,1,0.7557571597372527,True,64
44252,24,admin.,single,secondary,no,1295,no,no,92,1,success,1,0.7553004924889638,True,65
40212,32,admin.,single,tertiary,no,8866,no,no,83,2,success,1,0.7544724384796733,True,66
42111,35,self-employed,single,tertiary,no,5462,no,no,186,1,success,1,0.753677789702267,True,67
42907,34,management,married,tertiary,no,1778,no,no,93,3,success,0,0.7513464335976509,True,68
43896,83,retired,married,tertiary,no,4761,no,no,93,1,success,0,0.7503277013674168,True,69
43015,29,technician,single,secondary,no,113,no,no,183,4,success,1,0.7485386642260091,True,70
44575,27,blue-collar,single,secondary,no,535,no,no,95,4,success,1,0.7484424961995695,True,71
34011,53,management,married,tertiary,no,1624,no,no,84,3,success,1,0.7484207872411284,True,72
42322,24,blue-collar,married,secondary,no,272,no,no,94,2,success,1,0.748340909959596,True,73
44391,56,services,married,secondary,no,1989,no,no,181,4,success,1,0.7455062176507591,True,74
44254,34,unemployed,single,tertiary,no,1974,no,no,342,3,success,1,0.7452150616309733,True,75
29183,36,management,married,tertiary,no,82,no,no,178,4,success,0,0.7445687640084101,True,76
44863,33,management,single,tertiary,no,224,no,no,92,4,success,1,0.7438960600047578,True,77
44200,60,services,single,secondary,no,739,no,no,182,1,success,0,0.7430858644685916,True,78
44762,69,retired,married,unknown,no,426,no,no,185,2,success,1,0.7420429790487271,True,79
43294,35,blue-collar,married,secondary,no,262,no,no,181,3,success,1,0.7416744416670576,True,80
33742,32,technician,single,tertiary,no,5514,no,no,182,1,success,1,0.7416286397006542,True,81
45035,47,admin.,married,secondary,no,3676,no,no,95,3,success,1,0.7412389267355085,True,82
41659,41,management,divorced,tertiary,no,3426,no,no,119,5,success,0,0.7403547452743054,True,83
41885,76,housemaid,divorced,primary,no,1411,no,no,187,3,success,1,0.7386004547290778,True,84
41245,29,management,single,tertiary,no,265,no,no,94,1,success,1,0.738092508119817,True,85
45193,28,self-employed,single,tertiary,no,159,no,no,33,4,success,1,0.7364144704010028,True,86
44910,61,retired,married,secondary,no,11,no,no,92,3,success,1,0.7359445940439088,True,87
44786,68,retired,divorced,primary,no,2027,no,no,91,4,success,1,0.7357862874711989,True,88
44560,37,technician,married,tertiary,no,341,no,no,182,3,success,1,0.7357140819806441,True,89
44678,60,admin.,married,secondary,no,12980,no,no,182,1,success,0,0.7357052184472159,True,90
41742,33,management,single,tertiary,no,1781,no,no,183,1,success,1,0.7324516600386862,True,91
42730,77,retired,married,secondary,no,4112,no,no,95,2,success,1,0.7320944477262507,True,92
42386,22,student,single,tertiary,no,691,no,no,103,1,success,1,0.7310800798344784,True,93
43538,35,technician,married,secondary,no,2779,no,no,186,2,success,1,0.7301362098954047,True,94
42851,31,unemployed,single,tertiary,no,302,no,no,357,3,success,1,0.7297147220009585,True,95
42034,57,housemaid,married,tertiary,no,2326,no,no,194,1,success,1,0.7290858878194244,True,96
43303,42,management,married,tertiary,no,1205,no,no,188,2,success,0,0.7271469565128689,True,97
44312,40,admin.,married,secondary,no,0,no,no,182,11,success,1,0.7266518432191179,True,98
40628,47,management,married,tertiary,no,699,no,no,97,2,success,0,0.7260623436452696,True,99
44028,39,management,married,tertiary,no,2939,no,no,165,2,success,0,0.7233687858393816,True,100
40651,36,management,married,tertiary,no,495,no,no,97,2,success,1,0.7229809801354115,True,101
44072,39,management,divorced,tertiary,no,224,no,no,88,1,success,1,0.720591395518477,True,102
41186,59,management,married,tertiary,no,2239,no,no,90,1,success,1,0.7200968065127522,True,103
39480,56,retired,married,tertiary,no,281,no,no,83,2,success,0,0.7197844786547372,True,104
43707,37,technician,single,tertiary,no,197,no,no,87,3,success,1,0.71975620738781,True,105
43467,35,technician,single,tertiary,no,670,no,no,182,2,success,1,0.7194908278147468,True,106
43705,68,retired,married,secondary,no,1146,no,no,71,5,success,1,0.7190413071697761,True,107
42289,34,management,married,tertiary,no,2599,no,no,200,2,success,0,0.7181962601563645,True,108
44460,33,student,married,secondary,no,1536,no,no,178,4,success,1,0.7179243596312718,True,109
43001,35,self-employed,single,tertiary,no,353,no,no,183,1,success,1,0.7174027109112141,True,110
44401,62,retired,married,secondary,no,569,no,no,1,8,success,1,0.7115407932433683,True,111
41610,83,retired,married,primary,no,425,no,no,92,2,success,1,0.7113114298549374,True,112
43310,53,admin.,married,secondary,no,1796,no,no,91,2,success,1,0.7094409435390322,True,113
42585,61,management,married,secondary,no,544,no,no,200,9,success,1,0.7093702895736133,True,114
42988,33,unemployed,married,secondary,no,1211,no,no,188,1,success,1,0.7091885040099087,True,115
44777,62,admin.,married,secondary,no,4608,no,no,186,1,success,0,0.7067269052272204,True,116
43547,29,management,single,tertiary,no,1445,no,no,143,2,success,1,0.7061999499384597,True,117
44016,45,management,married,unknown,no,2724,no,no,182,1,success,1,0.7056358495388951,True,118
41683,54,management,married,tertiary,no,8295,no,no,119,1,success,1,0.7023946714855237,True,119
42599,27,services,single,secondary,no,302,no,no,189,1,success,0,0.7014986490632547,True,120
44234,73,retired,married,primary,no,1388,no,no,190,3,success,0,0.7007983102498566,True,121
44027,30,student,single,secondary,no,314,no,no,204,6,success,0,0.6999237257654461,True,122
31281,44,management,single,tertiary,no,483,no,no,199,6,success,1,0.6989900233645704,True,123
42748,61,admin.,married,unknown,no,4629,yes,no,92,1,success,1,0.6989262239030816,True,124
42363,38,technician,married,secondary,no,6728,no,no,96,4,success,1,0.6983546951656714,True,125
43039,37,technician,single,tertiary,no,197,no,no,91,2,success,1,0.6967571070966242,True,126
39647,32,management,single,tertiary,no,312,no,no,98,2,success,1,0.6939342158202328,True,127
31791,38,technician,married,tertiary,no,3234,no,no,141,2,success,0,0.6919245145062648,True,128
41247,70,retired,married,primary,no,2346,no,no,194,2,success,0,0.6913703237070228,True,129
44643,75,retired,married,primary,no,1413,no,no,188,2,success,1,0.6902092940764697,True,130
44506,34,technician,single,secondary,no,2085,no,no,182,2,success,1,0.6896380309195981,True,131
42711,62,retired,married,secondary,no,243,no,no,280,1,success,0,0.6894136305152797,True,132
25478,30,management,married,tertiary,no,314,no,no,175,2,success,0,0.6890950487432459,True,133
42742,38,blue-collar,single,secondary,no,0,no,no,92,4,success,0,0.688936212867447,True,134
40866,24,student,single,primary,no,474,no,no,104,1,success,0,0.6846559005495213,True,135
41573,48,management,married,tertiary,no,2351,no,no,105,3,success,1,0.683986837113089,True,136
40607,46,self-employed,single,secondary,no,526,no,no,96,3,success,0,0.6839515949756871,True,137
34057,37,management,married,tertiary,no,57,no,no,84,1,success,0,0.6832025053140561,True,138
44903,38,services,married,secondary,no,2678,no,no,187,1,success,1,0.6824848720071548,True,139
43629,41,technician,single,tertiary,no,1646,yes,no,90,7,success,1,0.6811826100380061,True,140
44806,74,retired,divorced,primary,no,2308,no,no,535,2,success,0,0.6801148904998003,True,141
45101,74,retired,married,secondary,no,935,no,no,173,3,success,1,0.6800300407536438,True,142
44128,27,unemployed,single,tertiary,no,77,no,no,77,1,success,0,0.6785475355348076,True,143
43013,36,technician,married,tertiary,no,341,no,no,183,1,success,1,0.6772118972475034,True,144
43317,32,management,single,tertiary,no,1619,no,no,321,2,success,0,0.6768107956702176,True,145
41315,29,technician,single,secondary,no,590,no,no,94,1,success,1,0.6745207762544266,True,146
44630,55,admin.,married,secondary,no,8304,no,no,92,1,success,1,0.6733044864655117,True,147
43761,47,blue-collar,married,secondary,no,1568,yes,no,91,8,success,1,0.6726332471854408,True,148
42717,61,management,married,tertiary,no,13546,no,no,283,3,success,0,0.672439303346553,True,149
43615,33,services,married,secondary,no,1697,no,no,182,1,success,1,0.6720473149141195,True,150
43691,54,blue-collar,divorced,primary,no,4401,no,no,183,2,success,1,0.6713295092030952,True,151
42859,78,retired,married,unknown,no,4807,no,no,104,4,success,1,0.6710055875188944,True,152
43146,56,management,married,unknown,no,4623,no,no,192,1,success,1,0.6697354441257206,True,153
43571,66,retired,married,primary,no,1004,no,no,182,1,success,0,0.6693018613960539,True,154
40058,37,services,single,secondary,no,1045,no,no,79,3,success,0,0.6687306147298372,True,155
39529,48,management,single,tertiary,no,5689,no,no,103,1,success,0,0.6643645141460799,True,156
45188,29,management,single,secondary,no,703,yes,no,550,2,success,1,0.6640843983209256,True,157
43929,45,technician,single,tertiary,no,2033,no,no,285,2,success,1,0.6623467800297087,True,158
42604,55,admin.,married,secondary,no,1633,no,no,192,2,success,1,0.6612640692642704,True,159
34147,33,blue-collar,single,tertiary,no,700,no,no,80,2,success,1,0.660047714529908,True,160
42998,35,management,married,tertiary,no,0,yes,no,92,5,success,1,0.6598384633312745,True,161
41438,26,technician,single,secondary,no,1231,yes,no,93,7,success,1,0.6585208499592826,True,162
41375,43,management,divorced,unknown,no,7702,no,no,102,3,success,0,0.6583349968527147,True,163
41003,35,technician,married,secondary,no,1368,no,no,78,3,success,0,0.6582252847253117,True,164
34309,32,management,married,tertiary,no,141,yes,no,89,9,success,0,0.6578300048039437,True,165
44991,25,blue-collar,single,secondary,no,1857,yes,no,91,12,success,1,0.6566625717494446,True,166
44674,39,services,single,secondary,no,91,no,no,185,1,success,1,0.6564323662697157,True,167
41507,40,admin.,married,secondary,no,732,no,no,139,4,success,0,0.6559607358743585,True,168
42530,44,admin.,married,secondary,no,132,no,no,124,4,success,0,0.6541776746096932,True,169
44756,64,retired,married,primary,no,48,no,no,92,1,success,1,0.6520534244331659,True,170
42343,61,admin.,divorced,tertiary,no,89,no,no,95,2,other,0,0.6516955181238472,True,171
44522,58,management,married,secondary,no,2155,no,yes,182,7,success,1,0.649642688935444,True,172
40417,40,management,married,tertiary,no,2763,yes,no,395,2,success,1,0.6495874773672636,True,173
45102,31,admin.,single,secondary,no,410,no,no,185,1,success,1,0.647563438428167,True,174
43965,64,retired,divorced,primary,no,109,no,no,225,2,success,1,0.6470572688164683,True,175
41032,49,management,married,tertiary,no,1,no,no,101,4,success,1,0.6455025951639801,True,176
44961,48,admin.,married,secondary,no,368,no,no,140,7,success,1,0.6449847300801298,True,177
43843,28,blue-collar,single,secondary,no,-46,yes,no,91,12,success,1,0.6437924457051216,True,178
44725,51,management,single,tertiary,no,151,yes,no,427,3,success,1,0.6412454680485088,True,179
43058,58,management,married,tertiary,no,473,no,no,262,1,success,1,0.6405266274344563,True,180
42169,33,technician,married,tertiary,no,1699,no,no,94,1,success,1,0.6395427788618381,True,181
44642,33,admin.,single,tertiary,no,272,yes,no,92,3,success,1,0.638092817279538,True,182
44673,49,admin.,single,tertiary,no,228,yes,no,93,2,success,1,0.6365609375761381,True,183
42577,32,services,married,secondary,no,914,no,no,197,1,success,0,0.6331805713140741,True,184
40079,38,technician,single,secondary,no,1130,no,no,98,1,success,1,0.6299799108747913,True,185
27894,60,self-employed,married,primary,no,362,no,yes,183,6,success,0,0.6298292062568501,True,186
42534,68,retired,married,secondary,no,1443,no,no,257,1,success,1,0.6289225132827695,True,187
43719,56,management,married,primary,no,870,no,no,179,1,success,1,0.628062383950969,True,188
41580,31,student,single,tertiary,no,64,no,no,105,2,success,0,0.6274795739959786,True,189
44545,27,student,single,unknown,no,598,no,no,524,1,failure,0,0.6258227802272581,True,190
43197,68,retired,married,secondary,no,1146,no,no,110,3,success,1,0.6231080340938298,True,191
45190,32,blue-collar,married,secondary,no,136,no,no,188,3,success,1,0.6224191716547396,True,192
42220,35,management,married,tertiary,no,0,yes,no,96,3,success,1,0.6211475154142276,True,193
30180,58,management,married,secondary,no,-382,no,no,189,12,success,0,0.6206821295698939,True,194
42810,60,blue-collar,married,primary,no,5,no,no,92,1,success,1,0.6195135266848809,True,195
42297,37,management,married,tertiary,no,2987,yes,no,96,1,success,0,0.6171433551504016,True,196
42915,29,housemaid,single,tertiary,no,19,no,no,64,2,success,1,0.6166646403721541,True,197
40197,50,housemaid,married,secondary,no,388,no,no,89,2,success,0,0.6164963557087563,True,198
45178,34,blue-collar,married,secondary,no,320,yes,no,92,3,success,1,0.6164068147217185,True,199
41016,56,retired,married,primary,no,9367,no,no,101,2,success,1,0.6154012139701617,True,200
44815,60,retired,married,secondary,no,975,no,no,792,1,failure,1,0.6153495624048619,True,201
43716,50,admin.,married,secondary,no,3608,yes,no,182,4,success,1,0.6141016936149197,True,202
42277,44,technician,divorced,secondary,no,14,no,no,92,1,success,1,0.6140607252213363,True,203
24506,42,unemployed,married,unknown,no,970,yes,no,119,10,success,0,0.6132481991487949,True,204
42894,63,housemaid,married,secondary,no,2,no,no,93,1,success,0,0.6119941370892722,True,205
42860,45,admin.,married,secondary,no,205,no,no,92,1,success,1,0.6112256655214485,True,206
44946,28,management,single,tertiary,no,616,yes,no,503,2,success,0,0.6074568760898001,True,207
40885,47,technician,married,tertiary,no,2408,no,no,104,1,success,0,0.6048904526305469,True,208
42257,33,technician,married,secondary,no,133,no,no,192,1,success,1,0.603307792529223,True,209
44159,36,services,married,unknown,no,618,no,no,335,2,success,1,0.6031641107339066,True,210
40914,49,entrepreneur,single,secondary,no,5802,no,no,104,2,success,0,0.597886918606816,True,211
40918,33,technician,married,tertiary,no,4401,no,no,104,1,success,0,0.5978348119229171,True,212
42143,38,unemployed,married,tertiary,no,2812,yes,no,187,1,success,0,0.5974231051836706,True,213
42516,32,admin.,married,secondary,no,35,no,no,126,3,success,1,0.5973498756472213,True,214
42978,58,technician,married,secondary,no,589,yes,no,183,6,success,1,0.5970753602115935,True,215
40775,55,admin.,divorced,secondary,no,1693,no,no,102,3,success,0,0.5941923240424923,True,216
41836,43,services,married,primary,no,2557,yes,no,183,5,success,1,0.5909204820838658,True,217
44850,36,management,single,tertiary,no,5958,yes,no,184,1,success,1,0.5852046174177432,True,218
41907,54,technician,married,secondary,no,3994,no,yes,187,2,success,1,0.5824005066823091,True,219
33897,36,admin.,married,secondary,no,96,no,no,87,1,success,1,0.5819066875530978,True,220
42938,24,technician,married,secondary,no,556,yes,no,94,4,success,1,0.5810177837250387,True,221
44864,46,management,married,tertiary,no,7485,no,no,779,2,failure,0,0.5771350102154666,True,222
43700,48,blue-collar,married,secondary,no,1230,yes,no,182,3,success,1,0.5716661194230073,True,223
44531,35,blue-collar,married,secondary,no,1454,yes,no,182,4,success,1,0.5707461060317288,True,224
45177,36,admin.,divorced,secondary,no,1224,yes,no,374,1,success,1,0.5635875238778513,True,225
44710,26,admin.,single,tertiary,no,760,yes,no,186,7,success,0,0.5605637208381711,True,226
40119,46,admin.,married,secondary,no,974,no,no,80,1,success,1,0.5574986574369283,True,227
42707,46,admin.,single,secondary,no,1693,yes,no,97,1,success,0,0.557409548306285,True,228
43482,36,blue-collar,married,primary,no,1177,no,no,311,4,success,1,0.5562061311151021,True,229
43980,31,technician,married,tertiary,no,3338,yes,no,185,2,success,0,0.5558114633033597,True,230
41602,25,management,single,tertiary,no,553,yes,no,479,1,failure,0,0.5555806490825799,True,231
44680,27,self-employed,single,tertiary,no,560,no,no,465,2,failure,0,0.55496924061996,True,232
39724,43,admin.,married,secondary,no,132,no,no,71,1,success,1,0.5535218582797845,True,233
44469,35,admin.,single,secondary,no,-32,no,yes,178,9,success,1,0.5530766947512249,True,234
43586,48,admin.,married,secondary,no,2533,no,no,633,1,failure,0,0.5503711872093596,True,235
43811,28,services,single,tertiary,no,128,no,no,414,1,failure,1,0.5497331036444866,True,236
43045,30,admin.,single,tertiary,no,41,yes,no,186,2,success,0,0.5495831581119551,True,237
41674,37,technician,married,unknown,no,189,no,no,107,2,success,1,0.5495048817396879,True,238
43784,30,admin.,single,secondary,no,265,yes,no,181,2,success,1,0.5494560577828683,True,239
43311,61,retired,married,secondary,no,5196,no,no,95,4,other,0,0.5483549789375735,True,240
34210,38,technician,divorced,secondary,no,902,yes,no,90,1,success,1,0.5449783006145956,True,241
43340,37,technician,married,secondary,no,1458,no,no,326,1,success,0,0.544475105246937,True,242
36001,29,management,single,tertiary,no,572,yes,no,181,1,success,0,0.544040422379627,True,243
34107,34,management,married,tertiary,no,0,yes,no,86,1,success,1,0.5435933695401298,True,244
43160,56,technician,married,secondary,no,1938,no,yes,192,4,success,1,0.5432535928111419,True,245
43637,18,student,single,unknown,no,348,no,no,-1,0,unknown,1,0.5415223586993813,True,246
44644,18,student,single,unknown,no,438,no,no,-1,0,unknown,0,0.5415223586993813,True,247
25537,32,management,single,tertiary,no,2667,yes,no,99,2,success,0,0.5405010273335715,True,248
40523,38,student,married,unknown,no,0,no,no,385,1,failure,1,0.5386326235842679,True,249
32422,31,admin.,married,secondary,no,4457,yes,no,146,4,success,0,0.5343074427192607,True,250
44844,23,technician,single,secondary,no,283,yes,no,184,2,success,1,0.5341602030293775,True,251
41532,32,blue-collar,married,secondary,no,889,yes,no,99,5,success,1,0.5329347000407757,True,252
40940,35,services,married,unknown,no,618,no,no,104,1,success,1,0.532877131763352,True,253
44345,28,admin.,single,secondary,no,261,yes,yes,182,9,success,0,0.5310912761421146,True,254
41578,34,blue-collar,married,secondary,no,262,no,no,106,1,success,1,0.5292911933174071,True,255
43904,67,retired,married,unknown,no,2540,no,no,116,4,other,1,0.5283735471657403,True,256
43930,51,admin.,married,tertiary,no,0,yes,yes,99,2,success,0,0.5266571178775905,True,257
32977,50,blue-collar,married,primary,no,12519,yes,no,147,4,success,0,0.5224169120931855,True,258
34623,47,technician,married,secondary,no,57,no,no,342,1,success,0,0.5209792836782802,True,259
43573,55,housemaid,married,secondary,no,962,yes,no,181,3,success,1,0.5199508944226824,True,260
40922,44,self-employed,married,unknown,no,163,yes,no,100,3,success,0,0.5197763490588541,True,261
44872,30,technician,single,secondary,no,1532,no,no,489,6,failure,0,0.5175743821922687,True,262
39504,38,admin.,married,secondary,no,755,yes,no,97,1,success,0,0.5174328707265773,True,263
44609,36,management,married,tertiary,no,5367,no,no,455,2,failure,0,0.5155353189822546,True,264
45118,78,retired,married,primary,no,14204,no,no,183,1,other,0,0.512178878030001,True,265
43960,61,retired,married,secondary,no,2011,no,no,578,2,failure,0,0.5105215920701341,True,266
41608,70,retired,married,tertiary,no,44,no,no,88,2,other,1,0.5080298684684995,True,267
44711,53,admin.,married,secondary,no,0,no,no,655,5,failure,0,0.5068443573005937,True,268
44398,34,admin.,married,tertiary,no,69,no,yes,251,3,success,1,0.5059349271597174,True,269
43000,42,blue-collar,married,secondary,no,413,yes,no,184,2,success,1,0.5034103247462197,True,270
44810,29,management,married,tertiary,no,247,no,no,587,3,failure,1,0.49872901673739556,True,271
39575,35,technician,married,tertiary,no,8029,yes,no,285,4,success,0,0.4977398436880555,True,272
24165,30,admin.,married,secondary,no,873,yes,no,167,3,success,0,0.49503087291268066,True,273
31255,72,retired,single,unknown,no,588,no,yes,-1,0,unknown,0,0.4945596349068098,True,274
40902,55,management,married,primary,no,113,no,no,457,3,failure,1,0.49296856202686634,True,275
43640,46,blue-collar,married,secondary,no,640,yes,no,55,5,success,1,0.49230605567613606,True,276
45180,66,retired,married,secondary,no,3409,no,no,27,6,failure,0,0.4884132707242261,True,277
44382,37,management,single,tertiary,no,62,yes,no,272,8,success,1,0.4848020072787311,True,278
44139,72,retired,divorced,tertiary,no,402,no,no,-1,0,unknown,0,0.48471319299758553,True,279
43035,32,technician,married,secondary,no,484,yes,no,187,3,success,1,0.48197772452466,True,280
41756,56,blue-collar,married,primary,no,1137,no,no,102,1,success,0,0.4816662404730267,True,281
42833,66,retired,married,primary,no,3629,no,no,172,2,other,1,0.4809897405466303,True,282
27454,55,retired,divorced,secondary,no,1580,no,yes,155,1,success,0,0.48052691771965844,True,283
44785,43,blue-collar,married,secondary,no,408,yes,no,838,3,other,0,0.4796628853836342,True,284
43226,39,services,married,secondary,no,53,no,no,394,1,failure,1,0.4782861907170065,True,285
40402,78,retired,divorced,primary,no,2787,no,no,-1,0,unknown,1,0.4771900496026588,True,286
41681,28,management,single,tertiary,no,6784,no,no,115,3,other,1,0.4757045999530806,True,287
44882,39,admin.,married,tertiary,no,1322,yes,no,486,1,other,0,0.47492957532749863,True,288
41463,24,admin.,single,tertiary,no,0,yes,no,103,2,success,0,0.47425027654177615,True,289
44093,52,services,married,secondary,no,657,no,no,460,2,failure,1,0.47233119640493487,True,290
43852,28,management,single,tertiary,no,223,yes,no,278,3,success,1,0.4702158407662272,True,291
26127,44,blue-collar,single,primary,no,1593,yes,no,174,3,success,0,0.4698949176926219,True,292
43590,41,self-employed,married,tertiary,no,0,yes,no,426,1,other,1,0.46916635740099244,True,293
41133,37,management,married,tertiary,no,3794,no,no,379,1,failure,0,0.4690252216031833,True,294
42635,87,retired,married,primary,no,2190,no,no,-1,0,unknown,1,0.46861436749913693,True,295
33182,31,blue-collar,married,secondary,no,1664,yes,no,182,1,success,0,0.46578949274888265,True,296
41992,52,services,married,secondary,no,992,yes,no,515,1,failure,1,0.46530799842860937,True,297
33729,71,retired,divorced,tertiary,no,780,no,no,-1,0,unknown,0,0.46490090879302776,True,298
34165,32,technician,single,tertiary,no,1246,yes,no,85,2,success,1,0.4640144616835684,True,299
41222,18,student,single,unknown,no,35,no,no,-1,0,unknown,0,0.46393609539788344,True,300
44111,59,management,married,secondary,no,111,no,no,381,3,failure,0,0.4639031399014135,True,301
32074,78,retired,divorced,unknown,no,2628,no,no,-1,0,unknown,0,0.46230647014645776,True,302
44114,38,admin.,married,secondary,no,1767,yes,no,239,7,success,1,0.461828219797827,True,303
42576,32,management,single,tertiary,no,718,yes,no,197,1,success,1,0.46011195934295607,True,304
43211,26,admin.,single,tertiary,no,760,yes,no,281,5,success,1,0.4578835372629411,True,305
31051,83,retired,single,primary,no,3349,no,no,-1,0,unknown,0,0.4575774321478895,True,306
39794,55,technician,married,secondary,no,0,yes,yes,91,1,success,0,0.45538781489926894,True,307
44875,82,retired,divorced,primary,no,928,no,no,188,3,other,0,0.45498643119222837,True,308
45110,50,management,married,tertiary,no,8205,yes,no,508,1,other,0,0.45493598859955964,True,309
33849,68,retired,married,secondary,no,20723,yes,no,-1,0,unknown,0,0.4547143825234751,True,310
39340,38,technician,single,secondary,no,-242,yes,no,278,6,success,1,0.4545133416173689,True,311
